year,reporting_state,consulate_country,income_group,region,apps,issued,not_issued,refusal_rate
2007,Sweden,Lao PDR,Lower middle income,East Asia & Pacific,205,194,13,0.06280193236714976
2007,Sweden,Latvia,High income,Europe & Central Asia,201,197,2,0.010050251256281407
2007,Sweden,Hungary,High income,Europe & Central Asia,190,178,11,0.0582010582010582
2007,Sweden,Japan,High income,East Asia & Pacific,175,165,7,0.040697674418604654
2007,Sweden,Lithuania,High income,Europe & Central Asia,162,153,5,0.03164556962025317
2007,Sweden,Angola,Lower middle income,Sub-Saharan Africa,155,128,21,0.14093959731543623
2007,Sweden,"Korea, Dem. People's Rep.",Low income,East Asia & Pacific,133,123,32,0.2064516129032258
2007,Sweden,Australia,High income,East Asia & Pacific,127,97,0,0
2007,Sweden,Argentina,Upper middle income,Latin America & Caribbean,99,67,10,0.12987012987012986
2007,Sweden,Malaysia,Upper middle income,East Asia & Pacific,82,76,20,0.20833333333333334
2007,Sweden,"Korea, Rep.",High income,East Asia & Pacific,70,38,28,0.42424242424242425
2007,Sweden,Bulgaria,Upper middle income,Europe & Central Asia,48,28,7,0.2
2007,Sweden,Slovenia,High income,Europe & Central Asia,40,39,0,0
2007,Sweden,Croatia,High income,Europe & Central Asia,32,22,1,0.043478260869565216
2007,Sweden,Portugal,High income,Europe & Central Asia,16,15,0,0
2007,Sweden,Mexico,Upper middle income,Latin America & Caribbean,15,13,0,0
2007,Sweden,Slovak Republic,High income,Europe & Central Asia,11,10,0,0
2007,Sweden,Guatemala,Upper middle income,Latin America & Caribbean,9,6,0,0
2007,Sweden,Finland,High income,Europe & Central Asia,8,7,0,0
2007,Sweden,Singapore,High income,East Asia & Pacific,8,8,0,0
2007,Sweden,Denmark,High income,Europe & Central Asia,7,4,0,0
2007,Sweden,France,High income,Europe & Central Asia,5,3,0,0
2007,Sweden,Austria,High income,Europe & Central Asia,4,4,0,0
2007,Sweden,Italy,High income,Europe & Central Asia,4,4,0,0
2007,Sweden,Germany,High income,Europe & Central Asia,3,0,0,0
2007,Sweden,Nicaragua,Lower middle income,Latin America & Caribbean,3,2,0,0
2007,Sweden,Norway,High income,Europe & Central Asia,3,3,0,0
2007,Sweden,Greece,High income,Europe & Central Asia,2,2,0,0
2007,Sweden,Spain,High income,Europe & Central Asia,2,2,0,0
2007,Sweden,Belgium,High income,Europe & Central Asia,1,1,0,0
2007,Sweden,Iceland,High income,Europe & Central Asia,1,0,0,0
2007,Sweden,Luxembourg,High income,Europe & Central Asia,1,1,0,0
2007,Sweden,Netherlands,High income,Europe & Central Asia,1,1,0,0
2008,Austria,Albania,Upper middle income,Europe & Central Asia,0,4439,0,0
2008,Austria,Algeria,Lower middle income,Middle East & North Africa,0,704,0,0
2008,Austria,Argentina,Upper middle income,Latin America & Caribbean,0,9,0,0
2008,Austria,Australia,High income,East Asia & Pacific,0,144,0,0
2008,Austria,Belgium,High income,Europe & Central Asia,0,0,0,0
2008,Austria,Bosnia and Herzegovina,Upper middle income,Europe & Central Asia,0,14686,0,0
2008,Austria,Brazil,Upper middle income,Latin America & Caribbean,0,23,0,0
2008,Austria,Bulgaria,Upper middle income,Europe & Central Asia,0,282,0,0
2008,Austria,Canada,High income,North America,0,200,0,0
2008,Austria,Chile,High income,Latin America & Caribbean,0,8,0,0
2008,Austria,China,Upper middle income,East Asia & Pacific,0,18507,0,0
2008,Austria,Colombia,Upper middle income,Latin America & Caribbean,0,679,0,0
2008,Austria,Croatia,High income,Europe & Central Asia,0,515,0,0
2008,Austria,Cuba,Upper middle income,Latin America & Caribbean,0,330,0,0
2008,Austria,Cyprus,High income,Europe & Central Asia,0,291,0,0
2008,Austria,Czechia,High income,Europe & Central Asia,0,269,0,0
2008,Austria,Denmark,High income,Europe & Central Asia,0,0,0,0
2008,Austria,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,0,3171,0,0
2008,Austria,Estonia,High income,Europe & Central Asia,0,1,0,0
2008,Austria,Ethiopia,Low income,Sub-Saharan Africa,0,235,0,0
2008,Austria,Finland,High income,Europe & Central Asia,0,0,0,0
2008,Austria,France,High income,Europe & Central Asia,0,22,0,0
2008,Austria,Germany,High income,Europe & Central Asia,0,38,0,0
2008,Austria,Hungary,High income,Europe & Central Asia,0,25,0,0
2008,Austria,India,Lower middle income,South Asia,0,11788,0,0
2008,Austria,Indonesia,Upper middle income,East Asia & Pacific,0,3220,0,0
2008,Austria,"Iran, Islamic Rep.",Lower middle income,Middle East & North Africa,0,5453,0,0
2008,Austria,Ireland,High income,Europe & Central Asia,0,487,0,0
2008,Austria,Israel,High income,Middle East & North Africa,0,281,0,0
2008,Austria,Italy,High income,Europe & Central Asia,0,6,0,0
2008,Austria,Japan,High income,East Asia & Pacific,0,240,0,0
2008,Austria,Jordan,Lower middle income,Middle East & North Africa,0,1961,0,0
2008,Austria,Kazakhstan,Upper middle income,Europe & Central Asia,0,117,0,0
2008,Austria,Kenya,Lower middle income,Sub-Saharan Africa,0,669,0,0
2008,Austria,"Korea, Rep.",High income,East Asia & Pacific,0,29,0,0
2008,Austria,Kuwait,High income,Middle East & North Africa,0,2147,0,0
2008,Austria,Latvia,High income,Europe & Central Asia,0,6,0,0
2008,Austria,Lebanon,Lower middle income,Middle East & North Africa,0,1185,0,0
2008,Austria,Libya,Upper middle income,Middle East & North Africa,0,1462,0,0
2008,Austria,Lithuania,High income,Europe & Central Asia,0,5,0,0
2008,Austria,Luxembourg,High income,Europe & Central Asia,0,0,0,0
2008,Austria,Malaysia,Upper middle income,East Asia & Pacific,0,56,0,0
2008,Austria,Malta,High income,Middle East & North Africa,0,2,0,0
2008,Austria,Mexico,Upper middle income,Latin America & Caribbean,0,40,0,0
2008,Austria,Morocco,Lower middle income,Middle East & North Africa,0,523,0,0
2008,Austria,Netherlands,High income,Europe & Central Asia,0,1,0,0
2008,Austria,Nigeria,Lower middle income,Sub-Saharan Africa,0,900,0,0
2008,Austria,North Macedonia,Upper middle income,Europe & Central Asia,0,6344,0,0
2008,Austria,Norway,High income,Europe & Central Asia,0,0,0,0
2008,Austria,Oman,High income,Middle East & North Africa,0,959,0,0
2008,Austria,Pakistan,Lower middle income,South Asia,0,1033,0,0
2008,Austria,Peru,Upper middle income,Latin America & Caribbean,0,463,0,0
2008,Austria,Philippines,Lower middle income,East Asia & Pacific,0,1204,0,0
2008,Austria,Poland,High income,Europe & Central Asia,0,30,0,0
2008,Austria,Portugal,High income,Europe & Central Asia,0,8,0,0
2008,Austria,Romania,High income,Europe & Central Asia,0,484,0,0
2008,Austria,Russian Federation,Upper middle income,Europe & Central Asia,0,122841,0,0
2008,Austria,Saudi Arabia,High income,Middle East & North Africa,0,7269,0,0
2008,Austria,Senegal,Lower middle income,Sub-Saharan Africa,0,781,0,0
2008,Austria,Serbia,Upper middle income,Europe & Central Asia,0,33985,0,0
2008,Austria,Slovak Republic,High income,Europe & Central Asia,0,33,0,0
2008,Austria,Slovenia,High income,Europe & Central Asia,0,323,0,0
2008,Austria,South Africa,Upper middle income,Sub-Saharan Africa,0,8750,0,0
2008,Austria,Spain,High income,Europe & Central Asia,0,10,0,0
2008,Austria,Sweden,High income,Europe & Central Asia,0,0,0,0
2008,Austria,Switzerland,High income,Europe & Central Asia,0,4528,0,0
2008,Austria,Syrian Arab Republic,Low income,Middle East & North Africa,0,878,0,0
2008,Austria,"Taiwan, China",High income,East Asia & Pacific,0,12922,0,0
2008,Austria,Thailand,Upper middle income,East Asia & Pacific,0,6890,0,0
2008,Austria,Tunisia,Lower middle income,Middle East & North Africa,0,840,0,0
2008,Austria,Türkiye,Upper middle income,Europe & Central Asia,0,10442,0,0
2008,Austria,Ukraine,Lower middle income,Europe & Central Asia,0,35625,0,0
2008,Austria,United Arab Emirates,High income,Middle East & North Africa,0,5090,0,0
2008,Austria,United Kingdom,High income,Europe & Central Asia,0,3742,0,0
2008,Austria,United States,High income,North America,0,2233,0,0
2008,Austria,"Venezuela, RB",nan,Latin America & Caribbean,0,220,0,0
2008,Austria,Vietnam,Lower middle income,East Asia & Pacific,0,848,0,0
2008,Austria,Zimbabwe,Lower middle income,Sub-Saharan Africa,0,220,0,0
2008,Belgium,India,Lower middle income,South Asia,33289,31347,1942,0.058337588993361174
2008,Belgium,Russian Federation,Upper middle income,Europe & Central Asia,27752,25576,2176,0.07840876333237244
2008,Belgium,Morocco,Lower middle income,Middle East & North Africa,13265,7789,5476,0.4128156803618545
2008,Belgium,United Kingdom,High income,Europe & Central Asia,12925,11413,1512,0.1169825918762089
2008,Belgium,China,Upper middle income,East Asia & Pacific,12062,10854,1208,0.10014922898358482
2008,Belgium,Türkiye,Upper middle income,Europe & Central Asia,11546,9377,2169,0.1878572665858306
2008,Belgium,Ukraine,Lower middle income,Europe & Central Asia,10595,9715,880,0.0830580462482303
2008,Belgium,"Congo, Dem. Rep.",Low income,Sub-Saharan Africa,7672,4946,2726,0.35531803962460895
2008,Belgium,South Africa,Upper middle income,Sub-Saharan Africa,6661,6515,146,0.02191863083621078
2008,Belgium,Serbia,Upper middle income,Europe & Central Asia,5605,5165,440,0.07850133809099019
2008,Belgium,Algeria,Lower middle income,Middle East & North Africa,4804,3381,1423,0.2962114904246461
2008,Belgium,Thailand,Upper middle income,East Asia & Pacific,3679,2838,841,0.22859472682794238
2008,Belgium,Cameroon,Lower middle income,Sub-Saharan Africa,3486,2291,1195,0.3427997705106139
2008,Belgium,United States,High income,North America,3277,3129,148,0.04516325907842539
2008,Belgium,Nigeria,Lower middle income,Sub-Saharan Africa,3250,1808,1442,0.4436923076923077
2008,Belgium,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,3242,2671,571,0.17612584824182603
2008,Belgium,"Iran, Islamic Rep.",Lower middle income,Middle East & North Africa,2953,2252,701,0.23738570944801896
2008,Belgium,Senegal,Lower middle income,Sub-Saharan Africa,2826,1706,1120,0.39631988676574664
2008,Belgium,United Arab Emirates,High income,Middle East & North Africa,2756,2484,272,0.09869375907111756
2008,Belgium,Saudi Arabia,High income,Middle East & North Africa,2467,2294,173,0.07012565869477097
2008,Belgium,Rwanda,Low income,Sub-Saharan Africa,2410,1570,840,0.34854771784232363
2008,Belgium,Tunisia,Lower middle income,Middle East & North Africa,2401,1778,623,0.2594752186588921
2008,Belgium,Libya,Upper middle income,Middle East & North Africa,2392,1932,460,0.19230769230769232
2008,Belgium,Burundi,Low income,Sub-Saharan Africa,2370,1906,464,0.19578059071729959
2008,Belgium,Philippines,Lower middle income,East Asia & Pacific,2214,1601,613,0.2768744354110208
2008,Belgium,Côte d’Ivoire,Lower middle income,Sub-Saharan Africa,2202,979,1223,0.5554041780199819
2008,Belgium,Lebanon,Lower middle income,Middle East & North Africa,1898,1630,268,0.14120126448893572
2008,Belgium,Peru,Upper middle income,Latin America & Caribbean,1843,1486,357,0.1937059142702116
2008,Belgium,Guinea,Lower middle income,Sub-Saharan Africa,1817,1095,722,0.39735828288387454
2008,Belgium,Pakistan,Lower middle income,South Asia,1744,739,1005,0.5762614678899083
2008,Belgium,"Taiwan, China",High income,East Asia & Pacific,1644,1641,3,0.0018248175182481751
2008,Belgium,Jordan,Lower middle income,Middle East & North Africa,1549,1396,153,0.0987734021949645
2008,Belgium,Colombia,Upper middle income,Latin America & Caribbean,1481,1209,272,0.1836596893990547
2008,Belgium,Vietnam,Lower middle income,East Asia & Pacific,1364,1213,151,0.11070381231671554
2008,Belgium,Indonesia,Upper middle income,East Asia & Pacific,1344,1236,108,0.08035714285714286
2008,Belgium,Romania,High income,Europe & Central Asia,1298,1085,213,0.16409861325115563
2008,Belgium,Syrian Arab Republic,Low income,Middle East & North Africa,1284,923,361,0.2811526479750779
2008,Belgium,Kuwait,High income,Middle East & North Africa,1203,1176,27,0.022443890274314215
2008,Belgium,Angola,Lower middle income,Sub-Saharan Africa,1184,677,507,0.4282094594594595
2008,Belgium,"Congo, Rep.",Lower middle income,Sub-Saharan Africa,1158,743,415,0.35837651122625214
2008,Belgium,Kenya,Lower middle income,Sub-Saharan Africa,1054,872,182,0.17267552182163187
2008,Belgium,Benin,Lower middle income,Sub-Saharan Africa,880,581,299,0.3397727272727273
2008,Belgium,Ireland,High income,Europe & Central Asia,870,784,86,0.09885057471264368
2008,Belgium,Ethiopia,Low income,Sub-Saharan Africa,814,660,154,0.1891891891891892
2008,Belgium,Cuba,Upper middle income,Latin America & Caribbean,662,581,81,0.12235649546827794
2008,Belgium,Canada,High income,North America,625,549,76,0.1216
2008,Belgium,Croatia,High income,Europe & Central Asia,581,541,40,0.06884681583476764
2008,Belgium,Uganda,Low income,Sub-Saharan Africa,569,499,70,0.12302284710017575
2008,Belgium,Israel,High income,Middle East & North Africa,548,477,71,0.12956204379562045
2008,Belgium,Mali,Low income,Sub-Saharan Africa,394,288,106,0.26903553299492383
2008,Belgium,Singapore,High income,East Asia & Pacific,387,366,21,0.05426356589147287
2008,Belgium,"Venezuela, RB",nan,Latin America & Caribbean,284,164,120,0.4225352112676056
2008,Belgium,Bulgaria,Upper middle income,Europe & Central Asia,282,170,112,0.3971631205673759
2008,Belgium,Poland,High income,Europe & Central Asia,234,214,20,0.08547008547008547
2008,Belgium,Japan,High income,East Asia & Pacific,159,155,4,0.025157232704402517
2008,Belgium,Australia,High income,East Asia & Pacific,97,92,5,0.05154639175257732
2008,Belgium,Malaysia,Upper middle income,East Asia & Pacific,96,92,4,0.041666666666666664
2008,Belgium,Brazil,Upper middle income,Latin America & Caribbean,49,44,5,0.10204081632653061
2008,Belgium,Qatar,High income,Middle East & North Africa,48,27,21,0.4375
2008,Belgium,Spain,High income,Europe & Central Asia,46,45,1,0.021739130434782608
2008,Belgium,"Korea, Rep.",High income,East Asia & Pacific,43,38,5,0.11627906976744186
2008,Belgium,Mexico,Upper middle income,Latin America & Caribbean,30,27,3,0.1
2008,Belgium,Portugal,High income,Europe & Central Asia,29,26,3,0.10344827586206896
2008,Belgium,France,High income,Europe & Central Asia,27,23,4,0.14814814814814814
2008,Belgium,Argentina,Upper middle income,Latin America & Caribbean,25,25,0,0
2008,Belgium,Chile,High income,Latin America & Caribbean,24,20,4,0.16666666666666666
2008,Belgium,Germany,High income,Europe & Central Asia,23,22,1,0.043478260869565216
2008,Belgium,Costa Rica,Upper middle income,Latin America & Caribbean,20,16,4,0.2
2008,Belgium,Czechia,High income,Europe & Central Asia,13,13,0,0
2008,Belgium,Hungary,High income,Europe & Central Asia,8,4,4,0.5
2008,Belgium,Finland,High income,Europe & Central Asia,6,6,0,0
2008,Belgium,Italy,High income,Europe & Central Asia,5,4,1,0.2
2008,Belgium,Netherlands,High income,Europe & Central Asia,4,4,0,0
2008,Belgium,Austria,High income,Europe & Central Asia,3,3,0,0
2008,Belgium,Slovak Republic,High income,Europe & Central Asia,2,2,0,0
2008,Bulgaria,Russian Federation,Upper middle income,Europe & Central Asia,237127,236504,623,0.002627284113576269
2008,Bulgaria,Serbia,Upper middle income,Europe & Central Asia,113839,113699,140,0.0012298070081430792
2008,Bulgaria,North Macedonia,Upper middle income,Europe & Central Asia,75946,75400,546,0.00718931872646354
2008,Bulgaria,Ukraine,Lower middle income,Europe & Central Asia,73146,73091,55,7.519208159024417e-4
2008,Bulgaria,Türkiye,Upper middle income,Europe & Central Asia,66882,63743,3139,0.04693340510152209
2008,Bulgaria,Belarus,Upper middle income,Europe & Central Asia,23063,23050,13,5.636734162944977e-4
2008,Bulgaria,Moldova,Upper middle income,Europe & Central Asia,22811,22657,154,0.006751128841348472
2008,Bulgaria,"Iran, Islamic Rep.",Lower middle income,Middle East & North Africa,6816,6748,68,0.009976525821596244
2008,Bulgaria,Montenegro,Upper middle income,Europe & Central Asia,3550,3546,4,0.0011267605633802818
2008,Bulgaria,Kazakhstan,Upper middle income,Europe & Central Asia,3386,3340,46,0.013585351447135264
2008,Bulgaria,Albania,Upper middle income,Europe & Central Asia,3244,3153,91,0.028051787916152898
2008,Bulgaria,Germany,High income,Europe & Central Asia,3103,3072,31,0.009990331936835321
2008,Bulgaria,Kosovo,Upper middle income,Europe & Central Asia,3067,2989,78,0.025432018258884904
2008,Bulgaria,Bosnia and Herzegovina,Upper middle income,Europe & Central Asia,3021,2995,26,0.008606421714664018
2008,Bulgaria,Lebanon,Lower middle income,Middle East & North Africa,2909,2743,166,0.057064283258851836
2008,Bulgaria,Georgia,Upper middle income,Europe & Central Asia,2743,2576,167,0.06088224571636894
2008,Bulgaria,Armenia,Upper middle income,Europe & Central Asia,2119,2046,73,0.034450212364322795
2008,Bulgaria,Romania,High income,Europe & Central Asia,1997,1903,94,0.04707060590886329
2008,Bulgaria,China,Upper middle income,East Asia & Pacific,1532,1438,94,0.06135770234986945
2008,Bulgaria,Kuwait,High income,Middle East & North Africa,1512,1484,28,0.018518518518518517
2008,Bulgaria,Syrian Arab Republic,Low income,Middle East & North Africa,1440,1107,333,0.23125
2008,Bulgaria,Jordan,Lower middle income,Middle East & North Africa,1422,1351,71,0.04992967651195499
2008,Bulgaria,United Arab Emirates,High income,Middle East & North Africa,1227,1088,139,0.1132844335778321
2008,Bulgaria,United Kingdom,High income,Europe & Central Asia,1069,1047,22,0.0205799812909261
2008,Bulgaria,India,Lower middle income,South Asia,1026,880,146,0.14230019493177387
2008,Bulgaria,United States,High income,North America,910,905,5,0.005494505494505495
2008,Bulgaria,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,729,599,130,0.17832647462277093
2008,Bulgaria,Finland,High income,Europe & Central Asia,699,699,0,0
2008,Bulgaria,South Africa,Upper middle income,Sub-Saharan Africa,653,623,30,0.045941807044410414
2008,Bulgaria,Israel,High income,Middle East & North Africa,570,544,26,0.0456140350877193
2008,Bulgaria,Azerbaijan,Upper middle income,Europe & Central Asia,514,505,9,0.017509727626459144
2008,Bulgaria,Austria,High income,Europe & Central Asia,502,497,5,0.0099601593625498
2008,Bulgaria,France,High income,Europe & Central Asia,430,427,3,0.0069767441860465115
2008,Bulgaria,Czechia,High income,Europe & Central Asia,419,392,27,0.06443914081145585
2008,Bulgaria,Thailand,Upper middle income,East Asia & Pacific,418,413,5,0.011961722488038277
2008,Bulgaria,Switzerland,High income,Europe & Central Asia,406,392,14,0.034482758620689655
2008,Bulgaria,Vietnam,Lower middle income,East Asia & Pacific,342,306,36,0.10526315789473684
2008,Bulgaria,Italy,High income,Europe & Central Asia,327,299,28,0.0856269113149847
2008,Bulgaria,Hungary,High income,Europe & Central Asia,310,306,4,0.012903225806451613
2008,Bulgaria,Libya,Upper middle income,Middle East & North Africa,303,281,22,0.07260726072607261
2008,Bulgaria,Nigeria,Lower middle income,Sub-Saharan Africa,277,153,124,0.44765342960288806
2008,Bulgaria,Indonesia,Upper middle income,East Asia & Pacific,256,247,9,0.03515625
2008,Bulgaria,Spain,High income,Europe & Central Asia,255,246,9,0.03529411764705882
2008,Bulgaria,Tunisia,Lower middle income,Middle East & North Africa,242,230,12,0.049586776859504134
2008,Bulgaria,Belgium,High income,Europe & Central Asia,239,234,5,0.02092050209205021
2008,Bulgaria,Poland,High income,Europe & Central Asia,222,217,5,0.02252252252252252
2008,Bulgaria,Netherlands,High income,Europe & Central Asia,221,202,19,0.08597285067873303
2008,Bulgaria,Uzbekistan,Lower middle income,Europe & Central Asia,216,215,1,0.004629629629629629
2008,Bulgaria,Algeria,Lower middle income,Middle East & North Africa,204,158,46,0.22549019607843138
2008,Bulgaria,Ireland,High income,Europe & Central Asia,202,197,5,0.024752475247524754
2008,Bulgaria,Denmark,High income,Europe & Central Asia,194,189,5,0.02577319587628866
2008,Bulgaria,Morocco,Lower middle income,Middle East & North Africa,170,131,39,0.22941176470588234
2008,Bulgaria,Cyprus,High income,Europe & Central Asia,163,138,25,0.15337423312883436
2008,Bulgaria,Cuba,Upper middle income,Latin America & Caribbean,153,141,12,0.0784313725490196
2008,Bulgaria,Afghanistan,Low income,South Asia,142,74,68,0.4788732394366197
2008,Bulgaria,Pakistan,Lower middle income,South Asia,134,89,45,0.3358208955223881
2008,Bulgaria,"Venezuela, RB",nan,Latin America & Caribbean,127,124,3,0.023622047244094488
2008,Bulgaria,Sweden,High income,Europe & Central Asia,117,116,1,0.008547008547008548
2008,Bulgaria,Sudan,Low income,Sub-Saharan Africa,100,78,22,0.22
2008,Bulgaria,"Yemen, Rep.",Low income,Middle East & North Africa,91,63,28,0.3076923076923077
2008,Bulgaria,Norway,High income,Europe & Central Asia,88,88,0,0
2008,Bulgaria,Lithuania,High income,Europe & Central Asia,87,87,0,0
2008,Bulgaria,Canada,High income,North America,79,77,2,0.02531645569620253
2008,Bulgaria,Mongolia,Lower middle income,East Asia & Pacific,79,75,4,0.05063291139240506
2008,Bulgaria,Ghana,Lower middle income,Sub-Saharan Africa,75,47,28,0.37333333333333335
2008,Bulgaria,Slovenia,High income,Europe & Central Asia,60,59,1,0.016666666666666666
2008,Bulgaria,Japan,High income,East Asia & Pacific,55,55,0,0
2008,Bulgaria,Slovak Republic,High income,Europe & Central Asia,50,45,5,0.1
2008,Bulgaria,Croatia,High income,Europe & Central Asia,49,48,1,0.02040816326530612
2008,Bulgaria,Australia,High income,East Asia & Pacific,37,35,2,0.05405405405405406
2008,Bulgaria,Portugal,High income,Europe & Central Asia,37,37,0,0
2008,Bulgaria,Zimbabwe,Lower middle income,Sub-Saharan Africa,35,30,5,0.14285714285714285
2008,Bulgaria,Angola,Lower middle income,Sub-Saharan Africa,34,19,15,0.4411764705882353
2008,Bulgaria,"Korea, Rep.",High income,East Asia & Pacific,12,10,2,0.16666666666666666
2008,Bulgaria,Brazil,Upper middle income,Latin America & Caribbean,11,8,3,0.2727272727272727
2008,Bulgaria,Chile,High income,Latin America & Caribbean,9,5,4,0.4444444444444444
2008,Bulgaria,Mexico,Upper middle income,Latin America & Caribbean,5,5,0,0
2008,Bulgaria,Argentina,Upper middle income,Latin America & Caribbean,4,1,3,0.75
2008,Cyprus,Russian Federation,Upper middle income,Europe & Central Asia,170173,169796,227,0.0013351134846461949
2008,Cyprus,Ukraine,Lower middle income,Europe & Central Asia,13048,12759,286,0.021924108853967037
2008,Cyprus,Lebanon,Lower middle income,Middle East & North Africa,12771,12121,661,0.051713346894069784
2008,Cyprus,"Iran, Islamic Rep.",Lower middle income,Middle East & North Africa,4878,4516,362,0.07421074210742107
2008,Cyprus,Serbia,Upper middle income,Europe & Central Asia,4467,4397,70,0.01567047235280949
2008,Cyprus,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,4012,3205,807,0.20114656031904288
2008,Cyprus,Belarus,Upper middle income,Europe & Central Asia,3533,3446,87,0.024624964619303708
2008,Cyprus,Jordan,Lower middle income,Middle East & North Africa,3023,2547,476,0.15745947734039034
2008,Cyprus,Qatar,High income,Middle East & North Africa,2964,2848,116,0.03913630229419703
2008,Cyprus,Bangladesh,Lower middle income,South Asia,2716,999,1717,0.632179675994109
2008,Cyprus,India,Lower middle income,South Asia,2094,1694,400,0.19102196752626552
2008,Cyprus,South Africa,Upper middle income,Sub-Saharan Africa,2021,1906,115,0.05690252350321623
2008,Cyprus,Saudi Arabia,High income,Middle East & North Africa,1796,1541,255,0.14198218262806236
2008,Cyprus,Moldova,Upper middle income,Europe & Central Asia,1773,1403,370,0.2086858432036097
2008,Cyprus,United Kingdom,High income,Europe & Central Asia,1730,1673,57,0.032947976878612714
2008,Cyprus,Syrian Arab Republic,Low income,Middle East & North Africa,1545,1327,238,0.15207667731629393
2008,Cyprus,China,Upper middle income,East Asia & Pacific,1496,584,115,0.16452074391988555
2008,Cyprus,Pakistan,Lower middle income,South Asia,1275,845,430,0.33725490196078434
2008,Cyprus,Uzbekistan,Lower middle income,Europe & Central Asia,757,710,47,0.062087186261558784
2008,Cyprus,Bahrain,High income,Middle East & North Africa,718,692,24,0.0335195530726257
2008,Cyprus,Israel,High income,Middle East & North Africa,508,493,15,0.02952755905511811
2008,Cyprus,Germany,High income,Europe & Central Asia,427,419,8,0.01873536299765808
2008,Cyprus,Libya,Upper middle income,Middle East & North Africa,408,408,0,0
2008,Cyprus,France,High income,Europe & Central Asia,393,388,5,0.01272264631043257
2008,Cyprus,United States,High income,North America,379,368,11,0.029023746701846966
2008,Cyprus,Italy,High income,Europe & Central Asia,340,330,10,0.029411764705882353
2008,Cyprus,Austria,High income,Europe & Central Asia,240,240,0,0
2008,Cyprus,Philippines,Lower middle income,East Asia & Pacific,239,147,92,0.38493723849372385
2008,Cyprus,Mexico,Upper middle income,Latin America & Caribbean,229,219,10,0.043668122270742356
2008,Cyprus,Kenya,Lower middle income,Sub-Saharan Africa,171,171,0,0
2008,Cyprus,Oman,High income,Middle East & North Africa,160,150,10,0.0625
2008,Cyprus,Czechia,High income,Europe & Central Asia,145,145,0,0
2008,Cyprus,Sweden,High income,Europe & Central Asia,133,127,6,0.045112781954887216
2008,Cyprus,Netherlands,High income,Europe & Central Asia,126,0,0,0
2008,Cyprus,Finland,High income,Europe & Central Asia,119,119,0,0
2008,Cyprus,Hungary,High income,Europe & Central Asia,98,98,0,0
2008,Cyprus,Norway,High income,Europe & Central Asia,98,93,5,0.05102040816326531
2008,Cyprus,Canada,High income,North America,95,94,1,0.010526315789473684
2008,Cyprus,Belgium,High income,Europe & Central Asia,83,74,9,0.10843373493975904
2008,Cyprus,Spain,High income,Europe & Central Asia,79,65,14,0.17721518987341772
2008,Cyprus,Denmark,High income,Europe & Central Asia,77,77,0,0
2008,Cyprus,Bulgaria,Upper middle income,Europe & Central Asia,72,69,3,0.041666666666666664
2008,Cyprus,Poland,High income,Europe & Central Asia,66,66,12,0.15384615384615385
2008,Cyprus,Australia,High income,East Asia & Pacific,50,54,4,0.06896551724137931
2008,Cyprus,Seychelles,High income,Sub-Saharan Africa,30,30,0,0
2008,Cyprus,Romania,High income,Europe & Central Asia,27,27,0,0
2008,Cyprus,Singapore,High income,East Asia & Pacific,23,21,2,0.08695652173913043
2008,Cyprus,Portugal,High income,Europe & Central Asia,16,16,0,0
2008,Cyprus,Slovenia,High income,Europe & Central Asia,7,7,0,0
2008,Cyprus,Croatia,High income,Europe & Central Asia,4,4,0,0
2008,Czechia,Russian Federation,Upper middle income,Europe & Central Asia,296756,294694,2062,0.00694846944964887
2008,Czechia,Ukraine,Lower middle income,Europe & Central Asia,99067,95125,3942,0.03979125238474972
2008,Czechia,Serbia,Upper middle income,Europe & Central Asia,27410,26772,638,0.02327617657789128
2008,Czechia,Belarus,Upper middle income,Europe & Central Asia,20116,19784,332,0.016504275203817857
2008,Czechia,"Taiwan, China",High income,East Asia & Pacific,15508,15342,166,0.010704152695383029
2008,Czechia,Türkiye,Upper middle income,Europe & Central Asia,12340,11798,542,0.043922204213938415
2008,Czechia,Kazakhstan,Upper middle income,Europe & Central Asia,10980,10942,38,0.0034608378870673953
2008,Czechia,China,Upper middle income,East Asia & Pacific,8952,8012,940,0.10500446827524576
2008,Czechia,Georgia,Upper middle income,Europe & Central Asia,7773,6399,1374,0.1767657275183327
2008,Czechia,Bosnia and Herzegovina,Upper middle income,Europe & Central Asia,5478,5339,139,0.025374224169404894
2008,Czechia,India,Lower middle income,South Asia,5374,4461,913,0.16989207294380348
2008,Czechia,United Kingdom,High income,Europe & Central Asia,4558,4511,47,0.010311540149188241
2008,Czechia,Moldova,Upper middle income,Europe & Central Asia,4026,3441,585,0.1453055141579732
2008,Czechia,Saudi Arabia,High income,Middle East & North Africa,3695,3000,695,0.1880920162381597
2008,Czechia,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,3539,3036,503,0.14213054535179429
2008,Czechia,Thailand,Upper middle income,East Asia & Pacific,2924,2780,144,0.049247606019151846
2008,Czechia,Kuwait,High income,Middle East & North Africa,2386,2233,153,0.06412405699916178
2008,Czechia,South Africa,Upper middle income,Sub-Saharan Africa,2072,2042,30,0.01447876447876448
