year,reporting_state,consulate_country,income_group,region,apps,issued,not_issued,refusal_rate
2021,Greece,China,Upper middle income,East Asia & Pacific,1567,1367,123,0.0825503355704698
2021,Greece,Nigeria,Lower middle income,Sub-Saharan Africa,1513,1039,466,0.3096345514950166
2021,Greece,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1497,1450,11,0.007529089664613279
2021,Greece,Tunisia,Lower middle income,Middle East & North Africa,884,680,138,0.1687041564792176
2021,Greece,Cyprus,High income,Europe & Central Asia,699,497,187,0.2733918128654971
2021,Greece,Bulgaria,Upper middle income,Europe & Central Asia,624,613,6,0.009693053311793215
2021,Greece,Israel,High income,Middle East & North Africa,596,549,5,0.009025270758122744
2021,Greece,"Iran, Islamic Rep.",Lower middle income,Middle East & North Africa,524,487,4,0.008146639511201629
2021,Greece,Kazakhstan,Upper middle income,Europe & Central Asia,515,495,17,0.033203125
2021,Greece,Indonesia,Upper middle income,East Asia & Pacific,431,428,2,0.004651162790697674
2021,Greece,South Africa,Upper middle income,Sub-Saharan Africa,423,416,1,0.002398081534772182
2021,Greece,Canada,High income,North America,400,380,17,0.042821158690176324
2021,Greece,Kenya,Lower middle income,Sub-Saharan Africa,394,385,7,0.017857142857142856
2021,Greece,Ukraine,Lower middle income,Europe & Central Asia,382,335,36,0.09703504043126684
2021,Greece,Iraq,Upper middle income,Middle East & North Africa,358,312,21,0.06306306306306306
2021,Greece,Romania,High income,Europe & Central Asia,325,265,57,0.17701863354037267
2021,Greece,Pakistan,Lower middle income,South Asia,324,298,2,0.006666666666666667
2021,Greece,Azerbaijan,Upper middle income,Europe & Central Asia,322,304,11,0.03492063492063492
2021,Greece,Ireland,High income,Europe & Central Asia,318,316,0,0
2021,Greece,North Macedonia,Upper middle income,Europe & Central Asia,256,196,3,0.01507537688442211
2021,Greece,Serbia,Upper middle income,Europe & Central Asia,170,169,0,0
2021,Greece,Zimbabwe,Lower middle income,Sub-Saharan Africa,135,132,1,0.007518796992481203
2021,Greece,Ethiopia,Low income,Sub-Saharan Africa,134,129,1,0.007692307692307693
2021,Greece,Cuba,Upper middle income,Latin America & Caribbean,114,114,0,0
2021,Greece,Albania,Upper middle income,Europe & Central Asia,113,97,0,0
2021,Greece,Singapore,High income,East Asia & Pacific,112,101,6,0.056074766355140186
2021,Greece,Thailand,Upper middle income,East Asia & Pacific,84,69,9,0.11538461538461539
2021,Greece,Vietnam,Lower middle income,East Asia & Pacific,72,68,0,0
2021,Greece,Morocco,Lower middle income,Middle East & North Africa,60,53,5,0.08620689655172414
2021,Greece,Algeria,Lower middle income,Middle East & North Africa,59,33,17,0.34
2021,Greece,"Congo, Dem. Rep.",Low income,Sub-Saharan Africa,55,46,0,0
2021,Greece,Montenegro,Upper middle income,Europe & Central Asia,49,49,0,0
2021,Greece,Japan,High income,East Asia & Pacific,27,26,0,0
2021,Greece,Australia,High income,East Asia & Pacific,20,18,1,0.05263157894736842
2021,Greece,France,High income,Europe & Central Asia,12,12,0,0
2021,Greece,Argentina,Upper middle income,Latin America & Caribbean,10,2,8,0.8
2021,Greece,Bosnia and Herzegovina,Upper middle income,Europe & Central Asia,8,5,2,0.2857142857142857
2021,Greece,"Korea, Rep.",High income,East Asia & Pacific,6,6,0,0
2021,Greece,Italy,High income,Europe & Central Asia,5,2,0,0
2021,Greece,Austria,High income,Europe & Central Asia,4,4,0,0
2021,Greece,Germany,High income,Europe & Central Asia,3,2,0,0
2021,Greece,Brazil,Upper middle income,Latin America & Caribbean,2,2,0,0
2021,Greece,Chile,High income,Latin America & Caribbean,2,1,0,0
2021,Greece,Mexico,Upper middle income,Latin America & Caribbean,2,2,0,0
2021,Greece,"Venezuela, RB",nan,Latin America & Caribbean,2,2,0,0
2021,Greece,Spain,High income,Europe & Central Asia,1,1,0,0
2021,Greece,Sweden,High income,Europe & Central Asia,1,1,0,0
2021,Hungary,Russian Federation,Upper middle income,Europe & Central Asia,35715,35335,322,0.009030484897776032
2021,Hungary,Belarus,Upper middle income,Europe & Central Asia,13232,13075,128,0.00969476634098311
2021,Hungary,Türkiye,Upper middle income,Europe & Central Asia,4989,4301,650,0.13128660876590587
2021,Hungary,Kazakhstan,Upper middle income,Europe & Central Asia,2691,2326,337,0.12654900488171236
2021,Hungary,India,Lower middle income,South Asia,2525,1589,765,0.3249787595581988
2021,Hungary,Azerbaijan,Upper middle income,Europe & Central Asia,1998,1839,152,0.07634354595680562
2021,Hungary,China,Upper middle income,East Asia & Pacific,1017,960,30,0.030303030303030304
2021,Hungary,United Arab Emirates,High income,Middle East & North Africa,809,601,188,0.23827629911280102
2021,Hungary,Ukraine,Lower middle income,Europe & Central Asia,702,664,38,0.05413105413105413
2021,Hungary,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,627,539,62,0.10316139767054909
2021,Hungary,Uzbekistan,Lower middle income,Europe & Central Asia,573,531,2,0.00375234521575985
2021,Hungary,Kyrgyz Republic,Lower middle income,Europe & Central Asia,489,371,82,0.18101545253863136
2021,Hungary,United Kingdom,High income,Europe & Central Asia,413,386,23,0.05623471882640587
2021,Hungary,Saudi Arabia,High income,Middle East & North Africa,401,361,37,0.09296482412060302
2021,Hungary,Kosovo,Upper middle income,Europe & Central Asia,291,228,48,0.17391304347826086
2021,Hungary,Serbia,Upper middle income,Europe & Central Asia,282,246,33,0.11827956989247312
2021,Hungary,Indonesia,Upper middle income,East Asia & Pacific,235,231,2,0.008583690987124463
2021,Hungary,Mongolia,Lower middle income,East Asia & Pacific,213,207,0,0
2021,Hungary,Israel,High income,Middle East & North Africa,210,200,4,0.0196078431372549
2021,Hungary,Romania,High income,Europe & Central Asia,200,162,38,0.19
2021,Hungary,Nigeria,Lower middle income,Sub-Saharan Africa,190,73,95,0.5654761904761905
2021,Hungary,"Iran, Islamic Rep.",Lower middle income,Middle East & North Africa,178,147,28,0.16
2021,Hungary,Algeria,Lower middle income,Middle East & North Africa,159,124,33,0.21019108280254778
2021,Hungary,Bulgaria,Upper middle income,Europe & Central Asia,143,138,3,0.02127659574468085
2021,Hungary,Pakistan,Lower middle income,South Asia,139,92,47,0.3381294964028777
2021,Hungary,Kuwait,High income,Middle East & North Africa,135,129,5,0.03731343283582089
2021,Hungary,Morocco,Lower middle income,Middle East & North Africa,132,100,29,0.2248062015503876
2021,Hungary,Ethiopia,Low income,Sub-Saharan Africa,121,101,12,0.10619469026548672
2021,Hungary,Iraq,Upper middle income,Middle East & North Africa,118,65,51,0.4396551724137931
2021,Hungary,United States,High income,North America,117,103,8,0.07207207207207207
2021,Hungary,South Africa,Upper middle income,Sub-Saharan Africa,114,111,0,0
2021,Hungary,Jordan,Lower middle income,Middle East & North Africa,110,70,0,0
2021,Hungary,Kenya,Lower middle income,Sub-Saharan Africa,104,73,19,0.20652173913043478
2021,Hungary,Qatar,High income,Middle East & North Africa,94,91,1,0.010869565217391304
2021,Hungary,Ghana,Lower middle income,Sub-Saharan Africa,78,59,7,0.10606060606060606
2021,Hungary,Tunisia,Lower middle income,Middle East & North Africa,76,62,10,0.1388888888888889
2021,Hungary,Thailand,Upper middle income,East Asia & Pacific,75,75,0,0
2021,Hungary,Moldova,Upper middle income,Europe & Central Asia,72,62,2,0.03125
2021,Hungary,Croatia,High income,Europe & Central Asia,59,57,1,0.017241379310344827
2021,Hungary,Lebanon,Lower middle income,Middle East & North Africa,59,53,6,0.1016949152542373
2021,Hungary,Ireland,High income,Europe & Central Asia,56,50,5,0.09090909090909091
2021,Hungary,Philippines,Lower middle income,East Asia & Pacific,56,53,1,0.018518518518518517
2021,Hungary,Ecuador,Upper middle income,Latin America & Caribbean,52,52,0,0
2021,Hungary,Cuba,Upper middle income,Latin America & Caribbean,51,51,0,0
2021,Hungary,Vietnam,Lower middle income,East Asia & Pacific,37,36,0,0
2021,Hungary,Singapore,High income,East Asia & Pacific,22,22,0,0
2021,Hungary,Angola,Lower middle income,Sub-Saharan Africa,21,21,0,0
2021,Hungary,Canada,High income,North America,19,15,4,0.21052631578947367
2021,Hungary,Oman,High income,Middle East & North Africa,19,19,0,0
2021,Hungary,Japan,High income,East Asia & Pacific,18,15,2,0.11764705882352941
2021,Hungary,Colombia,Upper middle income,Latin America & Caribbean,9,1,8,0.8888888888888888
2021,Hungary,Mexico,Upper middle income,Latin America & Caribbean,6,6,0,0
2021,Hungary,North Macedonia,Upper middle income,Europe & Central Asia,5,3,2,0.4
2021,Hungary,Bosnia and Herzegovina,Upper middle income,Europe & Central Asia,4,4,0,0
2021,Hungary,"Korea, Rep.",High income,East Asia & Pacific,3,3,0,0
2021,Hungary,Argentina,Upper middle income,Latin America & Caribbean,2,2,0,0
2021,Hungary,"Taiwan, China",High income,East Asia & Pacific,2,2,0,0
2021,Hungary,Malaysia,Upper middle income,East Asia & Pacific,1,1,0,0
2021,Hungary,Peru,Upper middle income,Latin America & Caribbean,1,1,0,0
2021,Iceland,India,Lower middle income,South Asia,929,653,250,0.2768549280177187
2021,Iceland,United States,High income,North America,816,748,6,0.007957559681697613
2021,Iceland,United Kingdom,High income,Europe & Central Asia,798,792,2,0.0025188916876574307
2021,Iceland,Russian Federation,Upper middle income,Europe & Central Asia,164,153,1,0.006493506493506494
2021,Iceland,China,Upper middle income,East Asia & Pacific,28,23,0,0
2021,Italy,Russian Federation,Upper middle income,Europe & Central Asia,66057,63894,2104,0.03187975393193733
2021,Italy,Türkiye,Upper middle income,Europe & Central Asia,19741,18219,1494,0.07578755136204535
2021,Italy,Saudi Arabia,High income,Middle East & North Africa,9968,9457,463,0.046673387096774197
2021,Italy,United Arab Emirates,High income,Middle East & North Africa,8119,6074,2045,0.25187831013671635
2021,Italy,India,Lower middle income,South Asia,7392,5548,1841,0.24915414805792394
2021,Italy,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,6548,5352,1186,0.18140104007341695
2021,Italy,Philippines,Lower middle income,East Asia & Pacific,5726,5561,164,0.028646288209606987
2021,Italy,Tunisia,Lower middle income,Middle East & North Africa,4870,3765,1099,0.22594572368421054
2021,Italy,United Kingdom,High income,Europe & Central Asia,4780,4459,319,0.0667643365424864
2021,Italy,Indonesia,Upper middle income,East Asia & Pacific,4673,4630,43,0.00920179756045367
2021,Italy,Morocco,Lower middle income,Middle East & North Africa,4266,2634,1592,0.37671557027922387
2021,Italy,Libya,Upper middle income,Middle East & North Africa,4264,3383,650,0.1611703446565832
2021,Italy,Qatar,High income,Middle East & North Africa,4132,3819,195,0.04857997010463378
2021,Italy,Algeria,Lower middle income,Middle East & North Africa,3593,2898,680,0.19005030743432086
2021,Italy,"Iran, Islamic Rep.",Lower middle income,Middle East & North Africa,3167,2880,178,0.058207979071288427
2021,Italy,Lebanon,Lower middle income,Middle East & North Africa,3127,2425,521,0.17684996605566872
2021,Italy,Belarus,Upper middle income,Europe & Central Asia,2983,2968,15,0.005028494803888703
2021,Italy,Cuba,Upper middle income,Latin America & Caribbean,2920,2588,332,0.1136986301369863
2021,Italy,South Africa,Upper middle income,Sub-Saharan Africa,2866,2720,146,0.050942079553384506
2021,Italy,Senegal,Lower middle income,Sub-Saharan Africa,2759,2234,523,0.18969894813202756
2021,Italy,United States,High income,North America,2704,2641,62,0.02293747687754347
2021,Italy,Pakistan,Lower middle income,South Asia,2297,1805,417,0.18766876687668768
2021,Italy,China,Upper middle income,East Asia & Pacific,2080,1793,284,0.13673567645642754
2021,Italy,Armenia,Upper middle income,Europe & Central Asia,1915,1594,321,0.16762402088772846
2021,Italy,Uzbekistan,Lower middle income,Europe & Central Asia,1679,1573,102,0.0608955223880597
2021,Italy,Ecuador,Upper middle income,Latin America & Caribbean,1659,1456,203,0.12236286919831224
2021,Italy,Nigeria,Lower middle income,Sub-Saharan Africa,1629,1195,425,0.2623456790123457
2021,Italy,Jordan,Lower middle income,Middle East & North Africa,1533,1087,407,0.27242302543507363
2021,Italy,Kazakhstan,Upper middle income,Europe & Central Asia,1478,1285,164,0.1131815044858523
2021,Italy,Panama,High income,Latin America & Caribbean,1406,1199,207,0.14722617354196302
2021,Italy,Kosovo,Upper middle income,Europe & Central Asia,1400,1337,63,0.045
2021,Italy,Ethiopia,Low income,Sub-Saharan Africa,1394,1058,187,0.1502008032128514
2021,Italy,Kuwait,High income,Middle East & North Africa,1388,1370,18,0.012968299711815562
2021,Italy,Thailand,Upper middle income,East Asia & Pacific,1236,1129,106,0.08582995951417004
2021,Italy,Kenya,Lower middle income,Sub-Saharan Africa,1056,958,95,0.09021842355175688
2021,Italy,Côte d’Ivoire,Lower middle income,Sub-Saharan Africa,1026,885,135,0.1323529411764706
2021,Italy,Iraq,Upper middle income,Middle East & North Africa,1025,584,393,0.4022517911975435
2021,Italy,Ghana,Lower middle income,Sub-Saharan Africa,991,412,574,0.5821501014198783
2021,Italy,Bahrain,High income,Middle East & North Africa,906,821,85,0.09381898454746136
2021,Italy,Bangladesh,Lower middle income,South Asia,883,749,118,0.13610149942329874
2021,Italy,Azerbaijan,Upper middle income,Europe & Central Asia,809,749,60,0.07416563658838071
2021,Italy,Israel,High income,Middle East & North Africa,724,671,40,0.056258790436005623
2021,Italy,Canada,High income,North America,620,605,15,0.024193548387096774
2021,Italy,Uganda,Low income,Sub-Saharan Africa,618,523,95,0.15372168284789645
2021,Italy,Cyprus,High income,Europe & Central Asia,603,591,12,0.01990049751243781
2021,Italy,Cameroon,Lower middle income,Sub-Saharan Africa,566,316,240,0.4316546762589928
2021,Italy,Ireland,High income,Europe & Central Asia,536,532,4,0.007462686567164179
2021,Italy,Ukraine,Lower middle income,Europe & Central Asia,507,407,93,0.186
2021,Italy,Singapore,High income,East Asia & Pacific,497,477,20,0.04024144869215292
2021,Italy,Croatia,High income,Europe & Central Asia,460,458,2,0.004347826086956522
2021,Italy,"Congo, Dem. Rep.",Low income,Sub-Saharan Africa,437,281,48,0.1458966565349544
2021,Italy,Tanzania,Lower middle income,Sub-Saharan Africa,318,277,41,0.1289308176100629
2021,Italy,Afghanistan,Low income,South Asia,316,288,28,0.08860759493670886
2021,Italy,Myanmar,Lower middle income,East Asia & Pacific,307,306,1,0.003257328990228013
2021,Italy,Bolivia,Lower middle income,Latin America & Caribbean,304,220,84,0.27631578947368424
2021,Italy,Oman,High income,Middle East & North Africa,278,272,6,0.02158273381294964
2021,Italy,Eritrea,Low income,Sub-Saharan Africa,256,222,34,0.1328125
2021,Italy,Sudan,Low income,Sub-Saharan Africa,234,219,15,0.0641025641025641
2021,Italy,Albania,Upper middle income,Europe & Central Asia,226,225,1,0.004424778761061947
2021,Italy,Mozambique,Low income,Sub-Saharan Africa,199,194,4,0.020202020202020204
2021,Italy,Mongolia,Lower middle income,East Asia & Pacific,192,159,33,0.171875
2021,Italy,Angola,Lower middle income,Sub-Saharan Africa,169,162,7,0.04142011834319527
2021,Italy,Zimbabwe,Lower middle income,Sub-Saharan Africa,163,124,4,0.03125
2021,Italy,Vietnam,Lower middle income,East Asia & Pacific,159,148,11,0.06918238993710692
2021,Italy,San Marino,High income,Europe & Central Asia,145,143,2,0.013793103448275862
2021,Italy,Japan,High income,East Asia & Pacific,134,130,4,0.029850746268656716
2021,Italy,Romania,High income,Europe & Central Asia,130,122,8,0.06153846153846154
2021,Italy,Gabon,Upper middle income,Sub-Saharan Africa,128,118,10,0.078125
2021,Italy,Bulgaria,Upper middle income,Europe & Central Asia,127,124,2,0.015873015873015872
2021,Italy,Sri Lanka,Lower middle income,South Asia,126,112,14,0.1111111111111111
2021,Italy,Zambia,Lower middle income,Sub-Saharan Africa,109,105,4,0.03669724770642202
2021,Italy,Turkmenistan,Upper middle income,Europe & Central Asia,107,107,0,0
2021,Italy,Serbia,Upper middle income,Europe & Central Asia,69,68,1,0.014492753623188406
2021,Italy,"Korea, Rep.",High income,East Asia & Pacific,51,42,9,0.17647058823529413
2021,Italy,Moldova,Upper middle income,Europe & Central Asia,48,46,1,0.02127659574468085
